user_id,course_name
17949926.161159325,internetbasics
22819121.15990226,word2016
22819121.15990226,excel2016
22819121.15990226,excel
22819121.15990226,quickbooks-resources
22819121.15990226,moneybasics
22819121.15990226,grammar
22819121.15990226,powerpoint2016
22819121.15990226,useinformationcorrectly
22139091.15982872,googlespreadsheets
22139091.15982872,excel
6993682.161220513,excelxp
6993682.161220513,windowsbasics
868511.159173167,googledriveanddocs
868511.159173167,googlespreadsheets
868511.159173167,interviewingskills
868511.159173167,adapting-to-change
868511.159173167,jobapplications
868511.159173167,googleslides
868511.159173167,jobsearchandnetworking
1954585.1604506784,computerbasics
1954585.1604506784,word
1954585.1604506784,jobsuccess
1954585.1604506784,excel2016
1954585.1604506784,excelformulas
1954585.1604506784,excel-tips
1954585.1604506784,imageediting101
1954585.1604506784,iphonebasics
3631050.1597253073,word2016
3631050.1597253073,googledocuments
3631050.1597253073,excel2016
37912630.158332124,windowsbasics
37912630.158332124,computerbasics
15930744.16122436,access2016
15930744.16122436,access2013
29009511.16122484,wordxp
29009511.16122484,powerpoint2013
29009511.16122484,word2010
29009511.16122484,word2016
10397671.1600985585,publisher2010
10397671.1600985585,iphonebasics
10397671.1600985585,windowsbasics
10397671.1600985585,macosbasics
10397671.1600985585,computerbasics
10397671.1600985585,androidbasics
10397671.1600985585,windows10
10397671.1600985585,windows8
10397671.1600985585,word2013
7895687.161226356,googledriveanddocs
7895687.161226356,google-classroom
42772567.16122811,pinterest
42772567.16122811,internetbasics
41509613.1600098323,word
41509613.1600098323,powerpoint
49780979.16074492,androidbasics
49780979.16074492,iphonebasics
49780979.16074492,googlespreadsheets
49780979.16074492,adapting-to-change
49780979.16074492,business-communication
16081235.159172742,moneybasics
16081235.159172742,mobile-device-tips
16081235.159172742,gcfteacherguides
35608578.1612319573,resumewriting
35608578.1612319573,excel
35608578.1612319573,typing
35608578.1612319573,readingactivities
35608578.1612319573,techsavvy
35608578.1612319573,grammar
35608578.1612319573,business-communication
35608578.1612319573,macosbasics
53987577.16123414,excelformulas
53987577.16123414,windows8
26595729.16123451,excel2016
26595729.16123451,access2016
13162527.1558356408,typing
13162527.1558356408,basic-computer-skills
37709878.1600096967,internetbasics
37709878.1600096967,search-better-2018
37709878.1600096967,digital-media-literacy
37709878.1600096967,useinformationcorrectly
11935779.160130631,androidbasics
11935779.160130631,chrome
11935779.160130631,ipadbasics
14895236.161236385,internetbasics
14895236.161236385,basic-computer-skills
54756073.16123692,windowsbasics
54756073.16123692,excel2016
18342801.1605556,computerbasics
18342801.1605556,email101
18342801.1605556,search-better-2018
18342801.1605556,googledocuments
18342801.1605556,googleslides
18342801.1605556,windowsbasics
18342801.1605556,mousetutorial
3432575.158629086,powerpoint
3432575.158629086,excel
14069275.15488738,computerbasics
14069275.15488738,word
14069275.15488738,word2016
14069275.15488738,excel2016
7698702.161176537,info
7698702.161176537,coverletters
34969878.1599268700,typing
34969878.1599268700,word-tips
34969878.1599268700,powerpoint-tips
34969878.1599268700,multiplicationdivision
41637996.15949437,grammar
41637996.15949437,freelance-work
41637996.15949437,typing
41637996.15949437,computerbasics
41637996.15949437,mousetutorial
41637996.15949437,windowsbasics
49500108.16036133,publisher2010
49500108.16036133,powerpoint2016
49500108.16036133,powerpoint2013
49500108.16036133,excel2016
49500108.16036133,excel2013
49500108.16036133,access
49500108.16036133,excel-tips
49500108.16036133,excelformulas
49500108.16036133,excel2007
49500108.16036133,word2016
49500108.16036133,excel
49500108.16036133,excel2010
49500108.16036133,word2007
31754319.155789968,computerbasics
31754319.155789968,basic-computer-skills
31754319.155789968,internetbasics
31754319.155789968,internetsafety
35150598.1582873716,word2016
35150598.1582873716,computerbasics
35150598.1582873716,word
35150598.1582873716,email101
35150598.1582873716,access2016
35150598.1582873716,internetbasics
35150598.1582873716,dropbox
41746771.15796255,word2016
41746771.15796255,internetbasics
16790215.160736147,business-communication
16790215.160736147,quickbooks-resources
16790215.160736147,info
16790215.160736147,gcfteacherguides
16790215.160736147,computer-programming-basics
16790215.160736147,zoom
16790215.160736147,moneybasics
28739199.1612448920,excel2016
28739199.1612448920,excel
4851709.1591650158,jobsearchandnetworking
4851709.1591650158,digital-media-literacy
4851709.1591650158,wearables
4851709.1591650158,practicereading
4851709.1591650158,learnenglish
4851709.1591650158,readingactivities
4851709.1591650158,typing
4851709.1591650158,info
25650579.1612463850,basic-computer-skills
25650579.1612463850,computer-science
45310164.16046713,excel
45310164.16046713,word
39571124.1561485199,excel2013
39571124.1561485199,word2013
39571124.1561485199,word
39571124.1561485199,powerpoint2013
39571124.1561485199,computerbasics
39571124.1561485199,windowsbasics
7500883.1601401055,computerbasics
7500883.1601401055,excelformulas
7500883.1601401055,excel
7500883.1601401055,excel2013
7500883.1601401055,excel2010
7500883.1601401055,word2016
7500883.1601401055,powerpoint2016
7500883.1601401055,access
7500883.1601401055,access2016
7500883.1601401055,word2013
7500883.1601401055,internetsafety
7500883.1601401055,windowsbasics
7402155.1612520479,word
7402155.1612520479,word2010
7402155.1612520479,excel2003
7402155.1612520479,excelxp
40166482.159323685,powerpoint2016
40166482.159323685,excelformulas
15426385.161253242,excelformulas
15426385.161253242,excel2013
3195860.1612537303,googledriveanddocs
3195860.1612537303,googledocuments
33994716.16113445,powerpoint2016
33994716.16113445,word
33994716.16113445,excel2016
33994716.16113445,moneybasics
40706541.16114438,access2013
40706541.16114438,access2016
33909765.1605439232,excel
33909765.1605439232,windowsbasics
2089393.1612594896,excel2010
2089393.1612594896,excel2013
30730707.161261648,powerpoint2013
30730707.161261648,word2016
26564361.161173675,excel2016
26564361.161173675,word2016
9757424.161271421,computerbasics
9757424.161271421,basic-computer-skills
27795142.161058147,access2016
27795142.161058147,windows10
27795142.161058147,dropbox
27795142.161058147,word
27795142.161058147,windowsbasics
27795142.161058147,internetbasics
27795142.161058147,search-better-2018
42805112.161275014,windowsbasics
42805112.161275014,excel
36161072.16015643,powerpoint2016
36161072.16015643,computerbasics
36161072.16015643,internetbasics
5203546.1605020154,word
5203546.1605020154,excel2016
25574223.161277488,computerbasics
25574223.161277488,mousetutorial
25574223.161277488,info
25574223.161277488,typing
25574223.161277488,gcfteacherguides
25574223.161277488,techsavvy
25574223.161277488,windowsbasics
25574223.161277488,internetsafety
25574223.161277488,powerpoint2016
31394393.161278415,excel2016
31394393.161278415,excel2013
32399608.1606750814,computerbasics
32399608.1606750814,windowsbasics
32399608.1606750814,windows10
32399608.1606750814,internetbasics
32399608.1606750814,basic-computer-skills
32684616.1602515601,typing
32684616.1602515601,internetbasics
32684616.1602515601,basic-computer-skills
10891326.1582638742,googleslides
10891326.1582638742,computerbasics
37398844.160215184,word2013
37398844.160215184,word2016
37398844.160215184,word
37398844.160215184,google-classroom
37398844.160215184,word2010
9716392.1612853189,decimals
9716392.1612853189,wordxp
45065169.1612858,excelformulas
45065169.1612858,powerpointxp
45065169.1612858,powerpoint2010
3329778.1607530337,internetsafety
3329778.1607530337,business-communication
24257166.160992786,computerbasics
24257166.160992786,facebook101
24257166.160992786,beyondemail
29534316.16128832,internetbasics
29534316.16128832,word2010
3878004.1609355593,word
3878004.1609355593,powerpoint
3878004.1609355593,excel
3878004.1609355593,percents
3878004.1609355593,access
3878004.1609355593,macosbasics
3878004.1609355593,access2016
3878004.1609355593,powerpoint2016
3878004.1609355593,word2016
3795764.1612893529,excel2010
3795764.1612893529,excelxp
40452442.1612896118,internetsafety
40452442.1612896118,word2016
40452442.1612896118,windows10
7970880.156657306,word2013
7970880.156657306,email101
51575200.1611276307,word-tips
51575200.1611276307,excel-tips
51575200.1611276307,excelformulas
51575200.1611276307,excel2016
51575200.1611276307,access2016
51575200.1611276307,word2016
6787194.161292297,computerbasics
6787194.161292297,email101
10446760.1610278412,excel2016
10446760.1610278412,googledocuments
10446760.1610278412,publisher2010
24195564.1612972587,computerbasics
24195564.1612972587,googleaccount
24195564.1612972587,word2010
24195564.1612972587,internetbasics
10511466.153538583,windows10
10511466.153538583,windowsbasics
10511466.153538583,excel
10511466.153538583,word
10511466.153538583,powerpoint
12467355.1612974181,canva
12467355.1612974181,googlespreadsheets
12467355.1612974181,wordpress-resources
12467355.1612974181,blogbasics
12467355.1612974181,techsavvy
12467355.1612974181,resumewriting
12467355.1612974181,googleaccount
38646483.16129874,computerbasics
38646483.16129874,email101
38646483.16129874,googledocuments
48332527.15822168,powerpoint2016
48332527.15822168,access2016
45708942.16130183,windows10
45708942.16130183,windowsbasics
36279870.1600732025,excel2016
36279870.1600732025,internetbasics
18721365.161303084,excel2013
18721365.161303084,computerbasics
18721365.161303084,powerpoint2010
18721365.161303084,excel
18721365.161303084,excelformulas
18721365.161303084,powerpoint
18721365.161303084,powerpoint2013
18721365.161303084,word2010
18721365.161303084,word
18721365.161303084,basic-computer-skills
18721365.161303084,windowsbasics
18721365.161303084,email101
18721365.161303084,word2016
49561924.16130458,info
49561924.16130458,excel
26287697.161305025,computerbasics
26287697.161305025,windowsbasics
26287697.161305025,internetbasics
26287697.161305025,chrome
26287697.161305025,internetsafety
26287697.161305025,word2016
26287697.161305025,excel2016
33611016.16130575,computerbasics
33611016.16130575,basic-computer-skills
33611016.16130575,communicationskills
33611016.16130575,techsavvy
33611016.16130575,internet-tips
33611016.16130575,search-better-2018
33611016.16130575,internetbasics
33611016.16130575,email101
33611016.16130575,gmail
33611016.16130575,googlehangouts
46185611.1613116,grammar
46185611.1613116,windowsbasics
289547.1613116926,computerbasics
289547.1613116926,gmail
4220625.159213786,publisher2010
4220625.159213786,word2010
49348242.16130649,search-better-2018
49348242.16130649,word2010
51491711.16131409,word2003
51491711.16131409,windowsbasics
31969939.16131428,word2013
31969939.16131428,powerpoint2016
42360288.1600118941,chromebookbasics
42360288.1600118941,percents
42360288.1600118941,computerbasics
42360288.1600118941,additionsubtraction
42360288.1600118941,multiplicationdivision
32416835.1603738,excel2016
32416835.1603738,googlespreadsheets
37260636.161318146,powerpoint2016
37260636.161318146,windowsxp
42827250.1613206027,word2010
42827250.1613206027,windowsbasics
42827250.1613206027,internetbasics
42827250.1613206027,access2016
2056150.1613297373,excel2016
2056150.1613297373,excelformulas
2056150.1613297373,word2013
2056150.1613297373,excel2013
38525153.16069923,internetbasics
38525153.16069923,accessxp
56799072.15987012,powerpoint2016
56799072.15987012,computerbasics
5412703.16073516,email101
5412703.16073516,basic-computer-skills
5412703.16073516,outlook2010
5412703.16073516,gmail
5412703.16073516,iphonebasics
5412703.16073516,beyondemail
5412703.16073516,facebook101
5412703.16073516,ipadbasics
5412703.16073516,androidbasics
5412703.16073516,business-communication
5412703.16073516,jobsearchandnetworking
5412703.16073516,moneybasics
5412703.16073516,writing-skills
5412703.16073516,readingactivities
5412703.16073516,problem-solving-and-decision-making
5412703.16073516,careerplanningandsalary
5412703.16073516,thenow
5412703.16073516,creativity
8865404.1603704941,googleslides
8865404.1603704941,googledocuments
16837548.160706952,word2013
16837548.160706952,wordxp
26153572.1603135313,word-tips
26153572.1603135313,googledocuments
26153572.1603135313,useinformationcorrectly
26153572.1603135313,word2016
26153572.1603135313,powerpoint
26153572.1603135313,powerpoint2016
26153572.1603135313,word
41249439.161342,computerbasics
41249439.161342,word2010
31294334.16134225,powerpoint2016
31294334.16134225,photoshopbasics
51136029.16016462,prezi
51136029.16016462,word2016
51136029.16016462,computerbasics
51136029.16016462,computer-science
51136029.16016462,excel2016
51136029.16016462,excelformulas
51136029.16016462,powerpoint2016
51136029.16016462,powerpoint
51136029.16016462,techsavvy
51136029.16016462,sharepoint-resources
51136029.16016462,linux-mint-resources
51136029.16016462,googleslides
51136029.16016462,word-tips
51136029.16016462,creativity
51136029.16016462,useinformationcorrectly
51136029.16016462,resumewriting
20387058.161342975,word2016
20387058.161342975,windowsbasics
20387058.161342975,powerpoint
20387058.161342975,powerpoint2016
20387058.161342975,basic-computer-skills
20387058.161342975,techsavvy
20387058.161342975,word2013
20387058.161342975,googleslides
20387058.161342975,search-better-2018
20387058.161342975,digital-media-literacy
20387058.161342975,useinformationcorrectly
20387058.161342975,using-the-web-to-get-stuff-done
20387058.161342975,word2010
20387058.161342975,publisher2003
20387058.161342975,powerpoint2013
20387058.161342975,excel2013
20387058.161342975,excel-tips
20387058.161342975,excelformulas
20387058.161342975,excel2016
7107938.1602966176,decimals
7107938.1602966176,grammar
7107938.1602966176,fractions
7107938.1602966176,percents
7107938.1602966176,jobsearchandnetworking
7107938.1602966176,interviewingskills
7107938.1602966176,computer-programming-basics
7107938.1602966176,adapting-to-change
7107938.1602966176,thenow
7107938.1602966176,computerbasics
35770923.1564356849,imageediting101
35770923.1564356849,word2016
14681290.161341315,word2016
14681290.161341315,microsoftaccount
28961385.161345687,word2013
28961385.161345687,word2007
9719156.16134621,computerbasics
9719156.16134621,powerpoint2010
9719156.16134621,access2013
9719156.16134621,windows8
9719156.16134621,word2013
9719156.16134621,word2007
9719156.16134621,wordxp
55165260.15705149,quickbooks-resources
55165260.15705149,access
55165260.15705149,access2016
55165260.15705149,computer-science
55165260.15705149,windows10
32233373.1608206072,excel-tips
32233373.1608206072,excelxp
32233373.1608206072,word2016
32233373.1608206072,excel
35467668.1584608098,googleslides
35467668.1584608098,mousetutorial
35467668.1584608098,typing
35467668.1584608098,computerbasics
35467668.1584608098,email101
35467668.1584608098,powerpoint2016
35467668.1584608098,word2016
35467668.1584608098,search-better-2018
29644944.161350325,word2013
29644944.161350325,googlespreadsheets
25883625.161353055,googleslides
25883625.161353055,computerbasics
31755669.16135309,windowsbasics
31755669.16135309,windows8
14076532.161354339,excel2013
14076532.161354339,excel2016
50958897.15959606,internetbasics
50958897.15959606,powerpoint2016
50958897.15959606,powerpoint-tips
42609846.1603099,excel2007
42609846.1603099,word
36338651.16136177,computerbasics
36338651.16136177,basic-computer-skills
36338651.16136177,windowsbasics
36338651.16136177,techsavvy
36338651.16136177,excel
36338651.16136177,internetbasics
36338651.16136177,internet-tips
36338651.16136177,internetsafety
36338651.16136177,gmail
36338651.16136177,email101
36338651.16136177,mobile-device-tips
36338651.16136177,imageediting101
36338651.16136177,facebook101
36338651.16136177,digitalphotography
36338651.16136177,typing
36338651.16136177,windows10
7012243.161363815,powerpoint2016
7012243.161363815,photoshopbasics
37867806.1613642388,word2016
37867806.1613642388,office2003basics
30494896.16136498,chromebookbasics
30494896.16136498,ipadbasics
50283979.159015566,jobsuccess
50283979.159015566,jobsearchandnetworking
50283979.159015566,interviewingskills
50283979.159015566,workskills
50283979.159015566,typing
50283979.159015566,practicereading
50283979.159015566,readingactivities
50283979.159015566,grammar
50283979.159015566,basic-computer-skills
50283979.159015566,computerbasics
50283979.159015566,algebra-topics
38179928.1613662017,word2010
38179928.1613662017,gmail
12132492.1606653299,excel-tips
12132492.1606653299,excel2016
7167507.1613712890,excelformulas
7167507.1613712890,excel2007
3813458.161071601,excel
3813458.161071601,powerpoint2013
13876794.161375202,word2016
13876794.161375202,googleslides
13876794.161375202,resumewriting
13876794.161375202,beginning-graphic-design
13876794.161375202,canva
13876794.161375202,coverletters
13876794.161375202,useinformationcorrectly
13876794.161375202,digital-media-literacy
13876794.161375202,info
13876794.161375202,internetsafety
13876794.161375202,thenow
13876794.161375202,computerbasics
13876794.161375202,basic-html
13876794.161375202,online-money-tips
13876794.161375202,techsavvy
13876794.161375202,instagram
13876794.161375202,linkedin
13876794.161375202,facebook101
13876794.161375202,pinterest
13876794.161375202,twitter
8709016.161046509,powerpoint2010
8709016.161046509,onedrive
45164335.1611550298,googlespreadsheets
45164335.1611550298,word2003
45164335.1611550298,googledocuments
45164335.1611550298,chromebookbasics
4549353.161377413,computer-programming-basics
4549353.161377413,basic-html
9109899.161380792,excelxp
9109899.161380792,wordxp
35572553.16138416,word
35572553.16138416,algebra-topics
56590419.16110412,excel2016
56590419.16110412,word2016
56590419.16110412,excel
56590419.16110412,powerpoint
56590419.16110412,access2013
56590419.16110412,access
56590419.16110412,googlespreadsheets
56590419.16110412,word
56590419.16110412,computerbasics
50512340.16138892,powerpoint
50512340.16138892,word2013
50512340.16138892,powerpoint2016
50512340.16138892,powerpoint2013
50512340.16138892,powerpoint2007
50512340.16138892,powerpoint2003
41691777.16138896,powerpoint2003
41691777.16138896,wordxp
46911528.16072517,excel2016
46911528.16072517,excelxp
48466069.16007177,computerbasics
48466069.16007177,windowsbasics
48466069.16007177,word2016
48466069.16007177,mousetutorial
48466069.16007177,typing
48466069.16007177,windows10
48466069.16007177,basic-computer-skills
48466069.16007177,info
48466069.16007177,gcfteacherguides
48466069.16007177,powerpoint2016
48466069.16007177,powerpoint
48466069.16007177,thenow
48466069.16007177,computer-science
48466069.16007177,word
48466069.16007177,internetbasics
48466069.16007177,chrome
48466069.16007177,internetsafety
34350906.15707793,powerpoint2000
34350906.15707793,powerpoint
22849598.160469137,excelformulas
22849598.160469137,excel2010
24742401.161054928,computerbasics
24742401.161054928,macosbasics
24742401.161054928,basic-computer-skills
24742401.161054928,osxbasics
24742401.161054928,computer-science
24742401.161054928,word
24742401.161054928,internetbasics
24742401.161054928,internetsafety
24742401.161054928,instagram
24742401.161054928,linkedin
24742401.161054928,excel
37797144.16140146,whatsapp
37797144.16140146,twitter
501827.1614046623,word2016
501827.1614046623,excel2016
1705505.1614085669,excel2010
1705505.1614085669,word2013
24014492.1614091667,windows10
24014492.1614091667,word-tips
24014492.1614091667,word2016
24014492.1614091667,excel-tips
24014492.1614091667,readingactivities
24014492.1614091667,writing-skills
24014492.1614091667,windowsbasics
24014492.1614091667,beyondemail
24014492.1614091667,mousetutorial
4698839.1614095410,word2016
4698839.1614095410,word
4698839.1614095410,powerpoint
4698839.1614095410,access
53876145.16140983,excelxp
53876145.16140983,excel2013
53876145.16140983,excel2016
51227542.1614104719,word2016
51227542.1614104719,internetsafety
51227542.1614104719,windows10
51227542.1614104719,excel2016
12514514.161065908,jobsearchandnetworking
12514514.161065908,jobapplications
12514514.161065908,careerplanningandsalary
12514514.161065908,interviewingskills
34112133.16141133,workskills
34112133.16141133,edlall
32513393.1600283526,moneybasics
32513393.1600283526,decimals
11620343.1614134647,computerbasics
11620343.1614134647,email101
351002.1593412520,powerpointxp
351002.1593412520,powerpoint2013
351002.1593412520,excel2010
351002.1593412520,googledocuments
351002.1593412520,excel2013
34565050.16141385,word2016
34565050.16141385,excel2016
34565050.16141385,computerbasics
34565050.16141385,googledocuments
44216126.16141392,excelxp
44216126.16141392,powerpointxp
44216126.16141392,powerpoint2016
44216126.16141392,powerpoint2013
2148575.161414244,excel2010
2148575.161414244,word2016
36120701.16141717,excel2010
36120701.16141717,access2010
14607884.161417635,excel2016
14607884.161417635,googledocuments
14607884.161417635,excel2010
10739241.1554143035,typing
10739241.1554143035,grammar
10739241.1554143035,writing-skills
10739241.1554143035,multiplicationdivision
19604847.16141843,googledocuments
19604847.16141843,googleslides
19604847.16141843,internetbasics
19604847.16141843,word2007
19604847.16141843,windowsbasics
19604847.16141843,digital-media-literacy
56854879.1568761318,word
56854879.1568761318,word2016
56854879.1568761318,excel2016
56854879.1568761318,typing
28480267.161420703,excelformulas
28480267.161420703,excel-tips
51370017.16142157,word2003
51370017.16142157,powerpoint2013
44160283.16142176,excelformulas
44160283.16142176,powerpoint2013
20903900.16142387,word2016
20903900.16142387,excelxp
17596920.160156947,word
17596920.160156947,access
32520429.1584549380,grammar
32520429.1584549380,readingactivities
32520429.1584549380,careers-without-college
32520429.1584549380,moneybasics
32520429.1584549380,part-time-jobs
32520429.1584549380,online-money-tips
32520429.1584549380,ged-prep-resources
32520429.1584549380,outlook2010
32520429.1584549380,additionsubtraction
32520429.1584549380,multiplicationdivision
32520429.1584549380,word2016
32520429.1584549380,online-education
32520429.1584549380,whatsapp
39800510.1600841650,computerbasics
39800510.1600841650,excel
39800510.1600841650,internetbasics
39800510.1600841650,powerpoint
39800510.1600841650,basic-computer-skills
39800510.1600841650,techsavvy
39800510.1600841650,windowsbasics
40217529.15929607,word2007
40217529.15929607,powerpoint2007
26140810.1607468667,basic-computer-skills
26140810.1607468667,techsavvy
26140810.1607468667,google-tips
26140810.1607468667,searchbetter
26140810.1607468667,search-better-2018
26140810.1607468667,buying-tablets
26140810.1607468667,online-education
26140810.1607468667,freelance-work
26140810.1607468667,sharingeconomy
26140810.1607468667,work-and-money-podcasts
26140810.1607468667,using-the-web-to-get-stuff-done
26140810.1607468667,word
26140810.1607468667,excel
26140810.1607468667,etsy
26140810.1607468667,jobsuccess
26140810.1607468667,beyondemail
9784486.1568153709,word2016
9784486.1568153709,excel
9784486.1568153709,excel2016
9784486.1568153709,outlook2010
11999228.1605627811,typing
11999228.1605627811,info
48073482.1610388769,powerpoint2016
48073482.1610388769,powerpoint2007
48073482.1610388769,powerpoint2013
3677141.161431826,windows10
3677141.161431826,windowsbasics
3677141.161431826,grammar
3677141.161431826,techsavvy
3677141.161431826,gcfteacherguides
3677141.161431826,word2010
3677141.161431826,readingactivities
3677141.161431826,workplacebasics
3677141.161431826,business-communication
3677141.161431826,jobsuccess
3677141.161431826,word
30577031.1614328070,internetbasics
30577031.1614328070,internet-tips
30577031.1614328070,googledriveanddocs
30577031.1614328070,techsavvy
30577031.1614328070,email101
30577031.1614328070,onedrive
30577031.1614328070,internetsafety
30577031.1614328070,beyondemail
30577031.1614328070,facebook101
48096098.16015416,powerpoint2013
48096098.16015416,word2010
4335173.161435106,word2013
4335173.161435106,excel2016
33047192.158108775,chromebookbasics
33047192.158108775,googleaccount
8845836.16143664,word2016
8845836.16143664,word
8845836.16143664,business-communication
8845836.16143664,access
8845836.16143664,excel
8845836.16143664,access2016
8845836.16143664,excel2016
42265131.1614415097,word
42265131.1614415097,excelxp
42265131.1614415097,windowsbasics
42265131.1614415097,powerpoint
25546458.1614514,powerpoint2013
25546458.1614514,computerbasics
33166084.16145216,business-communication
33166084.16145216,beyondemail
37007348.160549425,word2007
37007348.160549425,word2013
10029919.1614578796,computerbasics
10029919.1614578796,typing
10029919.1614578796,mousetutorial
10029919.1614578796,windowsbasics
10029919.1614578796,windows10
10029919.1614578796,word
10029919.1614578796,access2010
10029919.1614578796,word2016
10029919.1614578796,quickbooks-resources
22147764.16145945,computerbasics
22147764.16145945,gmail
22147764.16145945,googlespreadsheets
22147764.16145945,windows10
22147764.16145945,googledocuments
22147764.16145945,word
22147764.16145945,word2016
22147764.16145945,internetbasics
22147764.16145945,careerplanningandsalary
